word,complexity_level
рейтингілеу,B2
ректификациялық,C1
релаксация,B2
рельефті-нүктелік,C1
рема,A2
реніш-қайғы,B2
реніш-өкпе,B2
репарация,B1
репрезентативтік,C1
репродукциялық,C1
ресмилеу,B1
республикаішілік,C1
рестрикация,B2
рет-реттілік,B2
ретроспекция,B2
реттеліну,B1
реттестірілу,B2
рефлексиялық,B2
рефлексті,B1
рефлекторлық,B2
реформашыл,B2
реформист,B1
рефрижератор,B2
реэкспорт,B1
рифамицин,B1
рокер,A2
ротмистр,B1
рудимент,B1
рудныйлық,B1
рулық-қауымдық,C1
рулық-туыстық,C1
рупор,A2
рухани-ғылыми,C1
рухани-идеологиялық,C1
рухани-моральдық,C1
рухани-тәрбиелік,C1
рухани-эстетикалық,C1
сабадай,B1
сабан-топан,B2
сабылту,B1
сабынша,B1
сағатшы,B1
сағымдану,B1
садыр,A2
саза,A2
сазбалшықты,B2
сазгер-күйші,B2
саздақ,A2
сазды-құмды,B2
саз-жауһар,B2
сазтопырақты,B2
сайқалдану,B2
сайланушы,B1
сайман-жарақ,B2
сайраншыл,B1
сайыскерлік,B2
сақаю,A2
сақал-мұртсыз,C1
сақпаншы,B1
сақ-сұқ,B1
сақшыдай,B1
салаң,A2
салаңдау,B1
салауаттық,B2
салаішілік,B2
салқ,A2
салқар,A2
салқындау,B1
салқынқанды,B2
салмақталу,B2
салмақтық,B1
салпаңқұлақ,B2
салтақ-салтақ,C1
салт-жоралғы,B2
салт-саналық,B2
салт-тұрмыстық,C1
салулы,A2
салымдай,B1
салыстырмалы-анатомиялық,C1
салыстырмалы-типологиялық,C1
салыстыру-тексеруу,C1
салыстырып-салғастыру,C1
самала,A2
самарқаулық,B2
самбошы,B1
самсахана,B1
сан қырлы,B1
саналуандық,B2
санациялау,B2
сандал,A2
санитарлық-тұрмыстық,C1
санқырлылық,B2
сан-мөлшер,B2
сан-сапалақ,B2
санскрит,B1
саңқ-саңқ,B1
саңырауша,B1
саңырық,B1
сап,A1
сапа-қасиет,B2
сап-салмақты,B2
сапситу,B1
сапфир,A2
сапырту,B1
сарабдал,B1
сарайлы,B1
сарғалдақтай,B2
сари,A2
сарказмдық,B2
саркофаг,B1
сарқ,A2
сармат,A2
сарпалдаң,B1
сарт-сарт,B1
сартша,A2
сарылдату,B1
сарылық,B1
сарыторғай,B2
сасықкөкек,B2
сатирик-ақын,B2
сатқақ,A2
сатпақ-сатпақ,C1
сатыр,A2
сатыр-күтір,B2
сау,A1
сауалнама-сұхбат,C1
сауал-сұрақ,B2
сауда-делдалдық,C1
сауда-қаржы,B2
сауқат,A2
саумалдық,B1
сау-салауат,B2
саушылық,B1
сауындық,B1
сахи,A2
саяжайлық,B1
саяздық,B1
саяң,A2
саяси-бұқаралық,C1
саяси-партиялық,C1
саяси-территориялық,C1
саяхатшы-географ,C1
саяхатшы-ғалым,C1
сәбізшөп,B1
сәйкестіру,B2
сәлі,A2
сәндеткізу,B2
сәнділік,B1
сәтен,A2
сәулет-этнографиялық,C1
себептік,B1
себетше,B1
сегменттелу,B2
сегізбұрыш,B2
сезімдік-заттық,C1
сезім-күй,B1
сезім-сана,B2
сезім-сыр,B1
сезімшіл,B1
сейсмоқауіпті,C1
сейілшіл,B1
секең-секең,B2
сектораралық,B2
секторлы,B1
секундомер,B2
секундтық,B1
секциялық,B1
селективті,B2
селкеу,A2
селкеулік,B1
селтию,A2
семантикалық-интонациялық,C1
семантикалық-когнитивтік,C1
семантикалық-құрылымдық,C1
семантикалық-фреймдік,C1
семейлік,B1
семинар-сабақ,C1
семит,A2
семсерлесу,B2
семіздеу,B1
семьялы,B1
сенаторлық,B2
сензитивті,B2
сенсациялық,B2
сенімгер,B1
сенісу,A2
сервис-техникалық,C1
серең,A2
серең-серең,B2
сертификациялау,C1
серуенші,B1
сетінету,B1
сигма,A2
сиқырлану,B1
симбиоздық,B2
симбиотроф,B2
сингармонология,C1
сингармофонема,C1
синергетикалық,C1
синергия,B1
синкрет,B1
синкретизм,B2
синкретті,B1
синоптикалық,B2
синтездік,B1
сипат-белгі,B2
сирегірек,B1
сиықсыздық,B2
сиырдай,B1
сиырлы,A2
сияз,A2
сияқ,A2
скандинавтық,B2
скафандр,B1
скейтбордист,B2
скипидар,B1
склероз,B1
склерофит,B1
славянша,B1
слесарь,B1
слесарь-сантехник,C1
словениялық,B2
слоган,A2
сметалық-нормативтік,C1
собық,A2
соғдылықтар,B2
соғымбасы,B1
созбақтау,B1
сойғылау,B1
сойылдасу,B1
соқпақты,B1
соленоцит,B1
солқылдақтық,B2
солқылдасу,B2
сольватациялық,C1
солярка,B1
сомалы,A2
сонадайдан,B2
сонылау,B1
сопаң,A2
сопыша,A2
сораң,A2
сорғызу,B1
сорландыру,B2
сорлылық,B1
сорпалау,B1
сортаңдау,B1
сортаңдану,B2
сорылу,A2
сословиелік,B2
сот-құқық,B1
сот-медицина,B2
сот-процессуалдық,C1
социолингвист,C1
социологизм,B2
сөгілту,B1
сөйте-сөйте,B2
сөкет,A2
сөлекет,B1
сөлекеттеу,B2
сөлкебай,B1
спектроскопия,C1
сперма,A2
спланхноплевра,C1
спорозоит,B1
спорофилл,B1
спорт-лото,B2
стабилизация,B2
сталагнат,B1
сталактит,B1
староста,B1
стартап-жоба,B2
старшындық,B2
статистикалық-есептік,C1
стигма,A2
стилистік,B1
стильші,B1
стратиграфиялық,C1
суайттық,B1
суармалылық,B2
субаймақтық,B2
субальпі,B1
субарктикалық,C1
сублимациялық,C1
субмәдениет,B2
субординациялық,C1
субъективизм,B2
суггестиялық,B2
судиірмен,B1
сулы-нулы,B1
сульфохлорлану,C1
сумақай,B1
сумативті,B1
супердержава,B2
суперпрезиденттік,C1
супинатор,B1
сурдокамера,B2
суретхана,B1
суретші-әрлеуші,C1
сусорғыш,B1
сусыздандыру,B2
сусыздық,B1
сутектендіру,B2
суфистік,B1
суыққанды,B1
суырту,A2
суэлектрстансы,C1
су-энергетикалық,C1
сұйықмай,B1
сұқсырдай,B1
сұқтандыру,B2
сұраныс-тапсырыс,C1
сұрықсыздық,B2
сұрыпталым,B2
сүздіру,B1
сүйексіз,B1
сүйектеу,B1
сүйектелу,B1
сүйемелдету,B2
сүйемелдеуші,B2
сүйесу,A2
сүйкенісу,B1
сүйреткізу,B2
сүйініш-күйініш,C1
сүлесоқтық,B2
сүмбе,A2
сүмектеу,B1
сүндеттеу,B1
сүңгідей,B1
сүрдек,A2
сүрлеу-соқпақ,C1
сүрткізу,B1
сүрткілеу,B1
сүріншек,B1
сүттік,A2
сүф,A1
схематизмдік,B2
схизмогенез,B2
сценограф,B1
сыбдырласу,B2
сыбызғыдай,B2
сыбырлақ,B1
сыбырластыру,B2
сыбырлы,B1
сығылмалы,B1
сығыну,A2
сыдырғы,B1
сыдырма,B1
сыдырылу,B1
сыздауық,B1
сыйғызылу,B1
сықаю,A2
сықақ-мысқыл,B2
сыққыш,A2
сықпыт,A2
сылату,A2
сылдыр-сылдыр,C1
сылқылдақ,B1
сымбаттану,B2
сымпылдау,B1
сынақ-емтихан,C1
сындай,A2
сын-сынақ,B1
сыншы-әдебиетші,C1
сыңарезулеу,B2
сыңғырау,B1
сыңғыту,B1
сыңқылдасу,B2
сыпсың,A2
сып-сып,B1
сыпылдау,B1
сырғадай,B1
сырғалау,B1
сырғанағыш,B2
сырғанату,B1
сырнайшы,B1
сыртылдату,B2
сытырлау,B1
сілтегіш,B1
сіңіргіш,B1
сірінді,B1
табанастылық,B2
табғаш,A2
табельдік,B1
табиғаттанушы,C1
табиғи-ландшафттық,C1
табиғи-минералды,C1
табиғи-ресурстық,C1
табиғи-экономикалық,C1
табыс-тарту,B2
тағайындату,B2
тазқарын,B1
тазыдай,B1
тай-құлын,B1
тайласу,B1
тайм-менеджмент,C1
тайраң,A2
тай-тай,B1
тайфун,A2
тайша,A2
тайыздану,B1
тайыздық,B1
тайынша-торпақ,C1
таксафон,B1
таксистік,B1
тақалту,B1
тақтадай,B1
тақталас,B1
тақырыпнама,B2
тақырыпсыз,B2
тақырыптық-мағыналық,C1
тақырыптық-мазмұндық,C1
тақыт,A2
талап-талпыныс,C1
талаптылық,B2
талапшылдық,B2
таласа-тармаса,C1
талғамалы,B1
талдамалы-сараптауу,C1
талдау-сараптама,C1
талдау-сараптамалық,C1
талтайту,B1
талтақ,A2
талтаң-талтаң,C1
талша,A2
талшықты-оптикалық,C1
талшықша,B1
талыс,A2
тальк,A2
тамадалық,B1
тамғызу,B1
тамсанту,B1
тамырсыздық,B2
танымалсыз,B2
танымпаз,B1
таныс-бейтаныс,C1
таңба-дыбыс,B2
таңдайсыз,B1
таңданып-сүйсіну,C1
таңқыш,A2
тападай,B1
тапал,A2
тапалау,B1
тапсыру-қабылдауу,C1
тапсырыс-талап,C1
таптастырылу,B2
таптық-формациялық,C1
тарақандай,B2
тарамыстай,B2
тарихи-анықтамалық,C1
тарихи-жасампаздық,C1
тарихи-салыстырмалы,C1
тарихи-тілдік,C1
тарихи-филологиялық,C1
тарихи-философиялық,C1
тарихи-хронологиялық,C1
тарихи-шежірелік,C1
тарихи-эстетикалық,C1
тарих-филология,C1
тарих-философия,C1
тарихшы-этнограф,C1
тарна,A2
тартыс-талас,B2
тарықтыру,B1
тастүлек,B1
тасты-талды,B2
тасыраңдау,B2
тасырлау,B1
татар-башқұрт,C1
татуировка,B2
татуластырушылық,C1
татусыз,B1
тауап,A2
тау-құз,B1
таулы-қыратты,C1
таулы-тасты,B2
таупық,A2
тауық-үйрек,B2
тахограф,B1
тахриршіл,B1
тәжірибелік-өндірістік,C1
тәжірибелік-технологиялық,C1
тәжірибелік-эксперименталдық,C1
тәй-тәйлап,B2
тәлімдеу,B1
тәнсіз,A2
тәнтану,B1
тәңірлік,B1
тәпел,A2
тәптіштелу,B2
тәржімеші,B1
тәрізділік,B2
тәспі,A2
тәсілқой,B1
тәсіл-құрал,B2
тәттілеу,B1
тәуекел-менеджмент,C1
тәуелсізділік,C1
твистер,B1
театрландырылу,C1
тегенедей,B1
тегістілік,B2
тежеулі,B1
текедей,B1
текесақал,B1
тексеріп-шолу,C1
тектестік,B1
тектогенез,B2
тектік-таптық,C1
текше-текше,B2
телебейне,B1
телевикторина,C1
телеграфшы,B2
теледиспут,B2
телекеңістік,B2
телемедициналық,C1
телеметриялық,C1
телеөнім,B1
телерепортер,B2
телесабақ,B1
телесериал,B2
телестансы,B2
телетайптық,B2
телетәсіл,B1
телетөбе,B1
телефондық,B2
телефонхат,B2
телімдік,B1
тематика,B1
температуралық-ылғалдық,C1
температуралық-ылғалдылық,C1
темірқазықтай,C1
темірқанат,B2
темірше,B1
теміршілік,B2
теңгермелі,B2
теңгермешілік,C1
теориялық-практикалық,C1
теорияшыл,B1
тепкіншек,B1
тербеткіш,B1
тербетілу,B1
терминжасаушы,C1
терминтанушы,B2
терминші,B1
термодинамикалық,C1
термостат,B1
терістік-батыс,C1
теріші,A2
тесік,A2
тесік-тесік,B2
техника-экономикалық,C1
техник-оператор,C1
тибетше,B1
тигізуші,B1
типыл,A2
титан-циркон,B2
тиіп-қашпа,B2
тиянақталу,B2
тоға,A2
тоғайша,B1
тозық,A2
тойындыру,B1
тоқылдату,B1
тоқымалы,B1
тоқымқағар,B2
тоқыту,A2
толғанту,B1
толеранттық,B2
толтырулы,B1
тонналық,B1
тоңазытылу,B2
тоңдыру,B1
тоңқалаң,B1
тоңқию,A2
топандай,B1
топанды,B1
топастау,B1
топографиялық,C1
топ-тоқ,B1
торс,A2
торсықша,B1
тосылу,A2
тотализатор,B2
тотыдай,B1
тотықтану,B1
тотықұстай,B2
тоярлық,B1
тояттау,B1
тояттандыру,B2
төбелесқұмар,B2
төбелік,B1
төбеттей,B1
төгіп-шашу,B2
төзгіштік,B1
төлемдік,B1
төменгідей,B2
төмпек,A2
төндіруші,B1
төрешіл,B1
төрешілік,B1
төркіншіл,B1
төрт-төрттен,B2
төсектес,B1
төсекшіл,B1
төсену,A2
төстабан,B1
төтен,A2
травматологиялық,C1
транспарант,B2
трансплантациялау,C1
трансфер,B1
трейлер,B1
трио,A2
тулы,A2
турбоқозғалтқыш,C1
туысқан-туған,C1
туысқаншыл,B2
туыс-қиыс,B1
тұжыру,A2
тұздықсыз,B1
тұқжыңдау,B1
тұқшию,A2
тұқым-тұяқ,B2
тұлпарым,B1
тұлымды,B1
тұмандық,B1
тұмарлық,B1
тұмаурату,B1
тұмса,A2
тұмшалаулы,B2
тұндырғыш,B1
тұншығыңқы,B2
тұншықтырғыш,B2
тұралату,B1
тұрмыс-жағдай,C1
тұрмыс-жай,B2
тұрпат-тұрық,B2
тұсақ,A2
тұсамыс,B1
тұсбағар,B1
тұтқы,A2
түбірлестік,B2
түзетусіз,B1
түзетімпаз,B2
түзуші,A2
түзіктік,B1
түзінді,B1
түйебас,B1
түйек,A2
түйемұрындық,B2
түйетек,B1
түйлігу,B1
түймебас,B1
түймедей,B1
түймешік,B1
түйнектамыр,B2
түйткілді,B1
түкіргіш,B1
түлету,A2
түнделету,B1
түнеуу,A2
түпдерек,B1
түпкіш,A2
түпқұжат,B1
түп-тек,B1
түптену,B1
түр-келбет,B2
түркітілді,B2
түрлеу,A2
түрлендіргіш,B2
түрлендіруші,B2
түрлес,A2
түрлету,B1
түрмелету,B1
түр-өң,A2
түр-түстік,B2
түртіну,B1
түртінектеу,B2
түрікменбашы,B2
түрікшіл,B1
түстаныс,B1
түсінік-таным,C1
түсінік-түйсік,C1
түсірісу,B1
түтіндету,B1
түюші,A2
тылтиту,B1
тынымсыздық,B2
тыныстылық,B2
тыңдатқызу,B2
тыңдаушы-оқырман,C1
тыңқию,A2
тыпыңдау,B1
тырағайлау,B2
тырқылдау,B1
тырмыштау,B1
тырнасу,B1
тырп-тырп,B1
тырсыл,A2
тыртию,A2
тысырлау,B1
тыштыма,B1
тігулі,A2
тігінші-пішуші,C1
тізбелену,B1
тізгін-шылбыр,C1
тізелес,B1
тізімдету,B1
тіктеуіш,B1
тікірейту,B1
тілдету,B1
тілдік-көркемдік,C1
тілдік-қатынастық,C1
тіллә,A2
тілүйренуші,B2
тілші-терминолог,C1
тіміскілену,B2
тінтушідей,B2
тіп-тіке,B1
тіс-еріндік,B2
тітіркеу,B1
тәрелке,B1
уақ-түйек,B1
уақыттай,B1
уахаби,A2
уәжіп-садақа,B2
уәкілет,B1
уәлилік,B1
урбанизациялық,C1
уыққап,A2
уытқұмарлық,B2
ұғымсыз,B1
ұжымшылдық,B2
ұжымішілік,B2
ұзынды-қысқалы,C1
ұзын-қысқалы,B2
ұйқассыз,B1
ұйқысыздық,B2
ұйлықтыру,B1
ұйпалау,B1
ұйпалақ,B1
ұйымаралық,B2
ұйымдастырушылық-практикалық,C1
ұйымдастырушылық-экономикалық,C1
ұйымдасушылық,C1
ұйымдық-әдістемелік,C1
ұйымдық-технологиялық,C1
ұйымдық-шаруашылық,C1
ұйымдық-экономикалық,C1
ұйыстырушылық,C1
ұландық,B1
ұлт-ұлыс,B1
ұлықталу,B1
ұмытшақ,B1
ұрлағыш,B1
ұрмай-соқпай,B2
ұртоқпақ,B1
ұры-қарақшы,B2
ұрықтандыру,B2
ұрымтал,B1
ұрыншақтық,B2
ұрыс-төбелес,B2
ұсақтық,B1
ұстаз-тәлімгер,C1
ұстару,A2
ұста-шебер,B2
ұсындыру,B1
ұтқызу,A2
ұттыру,A2
ұшан,A2
ұшқалақтық,B2
ұшқындық,B1
ұялмай-қызармай,C1
үгілу,A2
үгіт-өсиет,B2
үгітшіл,B1
үгітшілік,B1
үдерістік,B1
үзіксіз,B1
үзіліссіздік,B2
үзір,A2
үйгізу,A2
үйелеу,A2
үй-қорған,B1
үй-құрылыс,B2
үйлету,A2
үйме-үй,B1
үй-тұрмыстық,B2
үйшілік,B1
үкілеу,A2
үлестіруші,B2
үміт-арман,B2
үмітсіз,B1
үміттендіру,B2
үн-әуен,B1
үндеушілік,B2
үнді-иран,B1
үнемші,A2
үңірейісу,B1
үп-үшкір,B1
үпір-шүпір,B2
үргілеу,B1
үрде,A2
үрлесу,A2
үрмебұршақ,B2
үрілу,A2
үсу,A1
үстел-орындық,C1
үстемділік,B2
үстірік,B1
үшкілдеу,B1
үшкірлеу,B1
үшөрім,A2
үштомдық,B1
үштілді,B1
фабула,A2
факсограмма,B2
фактология,B2
фактура,B1
фантасмагория,C1
фарватер,B1
фармакотерапиялық,C1
фармация,B1
фарфор-фаянс,B2
фаст-фуд,B1
фельдшерлік,B2
фельетондық,B2
фениланин,B1
фенол-формальдегид,C1
феодалдық-патриархалдық,C1
ферментативтік,C1
ферменттік,B2
ферромагнетик,C1
ферросилиций,B2
феррохром,B1
фертиль,B1
фетишизм,B1
фиброз,A2
физика-химия,B2
физиогномика,B2
физиологиялық-биохимиялық,C1
филиалдану,B2
филиалдық,B1
философ-ақын,B2
философ-гуманист,C1
фильмографиялық,C1
фильтрлеу,B1
финалдық,B1
фитнесклуб,B2
фитогеография,C1
фитомелиоративтік,C1
фитоциология,B2
фланер,A2
флексиялық,B2
флэш-жад,B1
флюгер,A2
флюорит,B1
фокстерьер,B2
фокусшы,B1
фокусшылдық,B2
фольга,A2
фольклорсыз,B2
фоноқұжатты,B2
фонотека,B1
формалау,B1
формалистік,B2
формамид,B1
фотобейне,B1
фотобуклет,B2
фотозертхана,B2
фотокомпозиция,C1
фотокөрме,B1
фотокөшіргіш,B2
фотоқатар,B1
фотолиз,B1
фотоматериал,B2
фотомеханикалық,C1
фотопластинка,C1
фотоскриптер,B2
фотосфера,B1
фототоптама,B2
фототрофты,B2
фототүсірім,B2
фотоэлектрлік,C1
фотоэлектрометр,C1
фотоэффект,B2
функционалдық-графиктік,C1
фургон,A2
хазірет-ұстаз,C1
хақтық,A2
халықтық-республикалық,C1
харап болу,B2
харекет,B1
хатқалта,B1
хаттай,A2
хаттық,A2
хемосинтез,B2
хемотроника,B2
хемотрофты,B2
химия-биология,C1
химиялық-термодинамикалық,C1
химиялы-технологиялық,C1
хинин,A2
хинолин,B1
хламидоспора,B2
хлор-ионды,B2
хлорметилпропан,C1
хлорпентан,B2
хлор-сілті,B2
хлорсірке,B1
хондральды,B2
хордалы,B1
хостинг,B1
хрестоматиялық,C1
хронограф,B1
хрустальдай,B2
целлофан,B1
цемент-бетон,B2
цензорлық,B1
центрифуга,B2
центрлік,B1
цикламен,B1
циклділік,B1
цис-изомер,B2
цитогенез,B1
цитоқаңқа,B1
цитология,B1
цитопласт,B1
цитохимия,B1
цитрустық,B1
циферблат,B1
цифровизация,B2
чартерлік,B1
чекист,A2
чип,A1
шабандоздық,B2
шабуылқор,B1
шабындықта,B2
шағи,A2
шағылғыш,B1
шағымпаз,B1
шағырлы,B1
шадыман-шаттық,C1
шадыр,A2
шажырқай,B1
шайлықтыру,B2
шаймалау,B1
шайнағыш,B1
шайнама,B1
шайпаулық,B1
шайтандық,B1
шайынды,B1
шақайлы,B1
шақтыру,B1
шақылдақ,B1
шалағайлау,B2
шаласыз,B1
шалғайлау,B1
шалғындық,B1
шал-кемпірдей,C1
шалп,A2
шалпылдау,B1
шалшықтай,B1
шалықтану,B1
шамасыз,B1
шамшырақтай,B2
шанакеш,B1
шапақты,B1
шапқат,A2
шариғаттық,B2
шарпылу,B1
шаруақорлық,B2
шаруашыл,B1
шаруашылық-мәдени,C1
шаршаңқырау,B2
шарықтату,B1
шатақтық,B1
шатасу,A2
шатқалаң,B1
шатпақтау,B1
шат-шәлекей,B2
шатып-бұтыбу,B2
шатыр-шұтыр,B2
шауқарға,B1
шаһардай,B1
шашақтай,B1
шашбаулау,B1
шашпай-төкпей,C1
шашудай,B1
шашыраңқырау,B2
шашыратқы,B1
шашыратқыш,B2
шаянтәрізділер,C1
шәкірттей,B1
шәңкілдеу,B1
шәу,A1
шәулі,A2
шәу-шәу,B1
шәшке,A2
шегіну,A2
шегіндіру,B1
шегіргүл,B1
шегірткедей,B2
шежірешіл,B1
шежірешілік,B2
шекелік,B1
шектеушілік,B2
шемен,A2
шемендей,B1
шендеуіш,B1
шеңберлену,B2
шербет,A2
шермию,A2
шертпе,A2
шерулік,B1
шетелше,B1
шеткей,A2
шеттеу,A2
шет-шеті,B1
шетінеу,B1
шешетай,B1
шешісу,A2
шибарқыт,B1
шиелену,B1
шикілі-пісілі,C1
шипагерлік,B2
шип-шип,B1
ширектік,B1
шиыр-шиыр,B1
шиіт,A2
шкала-кесте,B2
шмуцтитул,B1
шоғырлау,B1
шодыраю,B1
шойдай,A2
шоқталу,B1
шолақтық,B1
шолжаңдау,B1
шолжию,A2
шолтиту,B1
шом,A1
шоңайна,B1
шоңқаю,A2
шоңқы,A2
шопақ,A2
шормақ,A2
шоршию,A2
шоршуық,B1
шошқаша,B1
шөке,A2
шөкімдеу,B1
шөкімдеп,B1
шөлдету,B1
шөлпілдету,B2
шөліркеу,B1
шөптесін,B1
шөп-шөп,B1
шөпілдеу,B1
шөпілдету,B1
шөтке,A2
шрифтілік,B1
шу-шу,A2
шұбақ,A2
шұбырын,B1
шұғылданушылық,C1
шұқанақ,B1
шұқшыңдау,B1
шұқыту,A2
шұлғау,A2
шұлғыту,B1
шұрқырасу,B1
шүйкедей,B1
шүйкелеу,B1
шүлдір-шүлдір,C1
шүңіректеу,B2
шыбықтау,B1
шыбыш,A2
шығармадай,B2
шығармашылық,B2
шығыңқылық,B2
шыжылдау,B1
шықыр-шықыр,B2
шылбыр,A2
шылдыр,A2
шылдырлату,B2
шылдыр-шылдыр,C1
шылымқорлық,B2
шын-өтірік,B2
шыныдай,B1
шынымен,B1
шыныталшық,B2
шынытәріздес,B2
шыңдауыл,B1
шыңылтыр,B1
шып,A1
шыпшу,A2
шырадай,B1
шырайлық,B1
шырматылу,B1
шытырлақ,B1
ыдыс-контейнер,C1
ызақорлық,B1
ықпыл-жықпыл,B2
ымдасып-жымдасу,C1
ым-ишараттық,B2
ымырасыздық,B2
ынты,A2
ынты-шынты,B2
ынты-шынтысымен,C1
ыңғуыр,A2
ыңқыл-сыңқыл,B2
ырзашылық,B1
ыр-р,A2
ыршып-шоршып,B2
ысқырғыш,B1
ыссылық,B1
ысылдап-пышылдап,C1
ысылдауық,B1
ізші,A2
ілгерілік,B1
іркес-тіркес,B2
іртік,A2
іріктемелі,B2
ісіңкі,A2
ішек-құрылыс,B2
ішкөйлек,B1
ішқұсталық,B2
эквиваленттілік,C1
эквивокация,B2
экзарация,B1
экзистенциалдылық,C1
экзодерма,B1
экзон,A2
эккерлік,B1
экологиялық-географиялық,C1
экономикалық-математикалық,C1
экономистсымақ,C1
экпорт,A2
экрандалу,B1
экранды-дыбыстық,C1
экскалатор,B2
экспозициялық,C1
экспо-кешен,B2
экспонаттық-құжаттық,C1
экспрессивті-стилистикалық,C1
экспрессионизм,C1
экспрессоид,B2
экспромт,B1
экстраверттік,C1
экстрадиция,B2
экстраполяция,C1
экстраполяциялық,C1
эктобронх,B1
электрвакуумдық,C1
электр-газ,B2
электрдинамика,C1
электрдинамикалық,C1
электркинетикалық,C1
электрмонтаж,B2
электрон-акцептор,C1
электрон-донор,C1
электроникалық,C1
электроультрасүзу,C1
электрофикация,C1
электрпеш,B1
электрхимия,B2
элефантиаз,B2
эликсир,B1
элитарлық,B1
эллинистік,B2
эмбриологиялық,C1
эмбрион,B1
эмбрионды,B1
эмотивтілік,B2
эмульсиялық,B2
эндаумент-қор,C1
эндемикалық,B2
эндодерма,B1
эндоскопия,B2
энергиялық,B2
энергиялық-ақпараттық,C1
энергокомпания,C1
энтобронх,B1
энтомологиялық,C1
энтузиазм,B1
энциклопедист-ғалым,C1
эоксид,A2
эолды,A2
эпентеза,B1
эпентезалық,B2
эпидемиялық,B2
эпизона,B1
эпизоотия,B1
эпилепсия,B1
эпистаз,B1
эпистемикалық,C1
эпитема,B1
эпифит,A2
эпифора,B1
эпсилон,B1
эразм,A2
эротикалық,B2
эскорт,A2
эссеистикалық,C1
эстетикалық-көркемдік,C1
эстроген,B1
эталондық,B1
этилидендиацетат,C1
этнизация,B1
этникалық-саяси,C1
этнодемографиялық,C1
этноконцепт,B2
этномәдениеттанушы,C1
этнопсихология,C1
этносаясат,B2
этносаясаттану,C1
этносаясаттанушы,C1
этнотілдік,B2
этноұжымдық,B2
этноұлттық,B2
ядролы,A2
абыз-би,B1
абыз-жырау,B2
абылаңқы,B1
абылхаят суы,B2
абыржулы,B1
абыржыңқы,B1
абырой-құрмет,C1
абырой-намыс,B2
абырой-олжа,B2
абыстай,B1
авантюра,B1
авантюризм,B2
авиабаза,B1
авиақатынас,B2
авиамодель,B2
авиаотряд,B1
авиапошта,B1
авиатехника,B2
авиахимиялық,B2
автоалмастыру,C1
автографиялық,C1
автогрейдер,B2
автожабу,B1
автоинспекция,C1
автокабина,B2
автоқойма,B1
автообраздық,B2
автор-реципиент,C1
автор-ұйым,B2
автосүзгілеу,B2
автотранспорт,C1
автотренажер,B2
автофильтрациялау,C1
автофильтрлеу,C1
автофорум,B1
автошанақ,B1
агглютинативтік,C1
агиотопоним,B2
агломерат,B1
аграрлық-патриархалдық,C1
аграрлық-экономикалық,C1
агрегаттық-фазалық,C1
агрегирлі,B1
агрегирлік,B2
агрессорлық,B2
агрокен,B1
агроклимат,B2
агроқалашық,B2
агрономиялық,B2
агрохолдинг,B2
аға-бауырлық,B2
аға-бауырша,B2
ағайынара,B1
ағайын-тумалас,C1
ағайыншылдық,B2
аға-көке,B1
аға-қарындас,B2
ағал-жағал,B2
ағараң,A2
ағартушы-демократтық,C1
ағартушылық-танымдық,C1
ағартушы-педагог,C1
ағаш-бұтақтық,C1
ағуа,A2
ағызып-тамызу,C1
ағылшын-қазақ,C1
ағылшын-латын,C1
ағылшын-саксон,C1
ағылшынша-орысша,C1
ағып-таму,B1
адалдай,B1
адалсыз,B1
адалсымақ,B1
адамгершіл,B2
адамгершілік-адалдық,C1
адамгершілік-аяушылық,C1
адамгершілік-елдік,C1
адамдық-моральдық,C1
адами-психологиялық,C1
адамсүйер,B1
адамсу,A2
адамшылдық,B2
адвентист,B1
адекваттық,B2
аденома,B1
администратор,C1
адреналин,B1
адресант-адресат,C1
адыр-бұдыр,B2
адыр-жота,B1
ажалсыздық,B2
ажар-жүз,B1
ажарландыру,B2
ажиотаж,B1
ажыратқысыз,B2
ажыратушылық,B2
ажырықты,B1
азагүл,A2
аз-аздан,B1
азалық,A2
азап-бейнет,B2
азап-қорлық,B2
азап-машақат,B2
азар-азар,B1
азар-мазар,B2
азарт,A2
азғындық,B1
аздаған,B1
аздап,A2
азды-көпті,B2
азиат,A2
азот-аммоний,B2
азық-жем,B1
азық-түліктік,C1
азып-жүдеу,B2
ай-ай,A2
айбарлану,B1
айбаттану,B1
айғақ-дәйек,B2
айғырдай,B1
айдарша,B1
айдатқызу,B1
айқабақ,B1
айқындап-анықтау,C1
айқындаушылық,C1
айқындауыштық,C1
айлакестік,B2
айлақтық,B1
айла-қулық,B2
айла-шара,B1
айлашыл,B1
аймақбасы,B1
аймақтық-инвестициялық,C1
айнала-төңірек,C1
айналмалы,B1
айналымдық,B2
айпап-жайпап,B2
айтақыр,B1
айтақырлану,B2
айт-той,B1
айтылым-жазылым,C1
айтыссөз,B1
айтыссүйер,B2
айтысып-атысу,C1
айуандай,B1
айуани,A2
айы-жылы,B1
айында-жылында,C1
айыпсыздық,B2
айыптұрақ,B1
айыптылық,B1
айырқалпақты,B2
аквамәдениет,B2
аккумулятивтік,C1
аккумуляторлы,C1
аккумуляциялау,C1
акробатика-гимнастика,C1
акробаттық,B2
акселератор,B2
акселерация,B2
акустикалық-артикуляциялық,C1
акцентология,B2
акционалды,B2
акционалды-объектілік,C1
акционалды-субъектілік,C1
акционерлену,B2
акционерлік-коммерциялық,C1
ақбақай,B1
ақбалық,B1
