,word,f1,f2,f3,f4,f5,f6,f7,number_of_letters,chatgpt_score_encoded,fasttext_A_sim,fasttext_B_sim,fasttext_C_sim,score_encoded
918,айна,128,3,71,27,7,112,3,4,0,0.27262324,0.29302505,0.24233,0
919,апта,219,54,105,141,145,354,20,4,0,0.38918093,0.27315587,0.21698597,0
920,дүйсенбі,119,12,12,5,3,33,1,8,3,0.26738736,0.22474247,0.18844168,0
921,сейсенбі,83,0,0,2,1,25,1,8,3,0.27470455,0.21791957,0.18465297,0
922,сәрсенбі,7,1,10,5,2,17,3,8,3,0.26808795,0.2430458,0.17933103,0
923,жұма,88,6,36,24,27,65,2,4,0,0.32063785,0.27038118,0.22933604,0
924,сенбі,76,74,27,13,10,51,1,5,2,0.28568506,0.24288078,0.17767495,0
925,жексенбі,111,2,46,18,10,87,1,8,3,0.3153218,0.26173785,0.19713455,0
926,тілші,27,0,0,95,38,0,2,5,2,0.2648099,0.28676572,0.25575638,2
927,шыбын,60,0,67,31,38,56,0,5,2,0.36691615,0.35966125,0.32040575,1
928,жүк,225,5,89,49,24,257,2,3,0,0.33950275,0.36139366,0.33179256,1
929,тобыр,18,0,30,11,4,34,0,5,2,0.2699401,0.27898487,0.22283404,3
930,қылықты,36,0,2,3,0,10,0,7,2,0.44835338,0.5159772,0.49547112,3
931,жануар,876,65,30,46,71,140,31,6,2,0.37935364,0.37690473,0.3106755,0
932,әрекет,991,283,16,138,47,1335,13,6,2,0.38542137,0.45528162,0.36813688,2
933,нәрсе,683,10,439,225,362,1115,11,5,2,0.4978945,0.50745857,0.44155467,0
934,минут,334,40,161,43,48,264,20,5,2,0.3280156,0.24661365,0.14927751,0
935,әдетте,293,50,81,2,2,296,0,6,2,0.4698273,0.44410712,0.3917585,0
936,көмекші,165,24,13,22,29,167,1,7,2,0.36285818,0.40408581,0.29405466,2
937,ешқашан,135,7,149,104,65,220,5,7,2,0.3374532,0.3485849,0.31738803,2
938,кіші,868,59,111,30,21,530,8,4,0,0.38639197,0.3698698,0.32340515,0
939,құс,265,5,12,34,81,324,24,3,0,0.39115298,0.38901046,0.33739185,0
940,ет,4197,2394,1553,1825,902,9627,17,2,0,0.1737994,0.043503184,-0.046159007,0
941,ғылым,1913,261,40,440,11,1074,26,5,2,0.41428268,0.4613074,0.40271854,0
942,қатысты,76,1706,8,201,108,380,0,7,2,0.40996024,0.45031264,0.37114435,2
943,дауыс,575,337,369,169,43,922,6,5,2,0.33151057,0.34005335,0.2872843,0
944,аянышты,25,0,0,12,1,55,0,7,2,0.3909583,0.42246056,0.4486805,2
945,бағалау,0,0,0,0,0,2,12,7,2,0.3551113,0.3682362,0.35177132,1
946,бағалау,0,0,0,0,0,2,0,7,2,0.3551113,0.3682362,0.35177132,1
947,қорық,120,5,167,68,128,284,9,5,2,0.26229766,0.30442825,0.25153446,3
948,қорғау,274,178,2,79,20,412,43,6,2,0.4096009,0.42160332,0.3690684,0
949,қорғау,274,178,2,79,20,412,0,6,2,0.4096009,0.42160332,0.3690684,0
950,қорғаныш,18,19,1,4,1,12,0,8,3,0.3518015,0.3789884,0.29311827,2
951,қорғаныс,66,121,24,39,8,123,1,8,3,0.36969128,0.4108288,0.34719348,1
952,сүтқоректі,127,1,0,0,0,1,0,10,3,0.3320486,0.3544404,0.3207187,2
953,тышқан,1,2,0,0,0,0,0,6,2,0.31463188,0.29398632,0.2371989,1
954,сирек,196,13,21,60,6,174,7,5,2,0.42172366,0.43566707,0.44028533,1
955,ағаш,1010,26,563,188,230,422,43,4,0,0.43735278,0.46163148,0.39413,0
956,дән,1092,8,46,106,29,458,6,3,0,0.2662578,0.28897122,0.21263933,2
957,тұқым,351,13,66,30,20,213,2,5,2,0.34242737,0.33303615,0.2459794,1
958,ін,125,0,83,18,10,83,0,2,0,0.04122813,-0.03810708,-0.091855936,1
959,тал,180,4,126,71,44,182,0,3,0,0.41116095,0.40136474,0.36711127,1
960,терек,66,0,64,21,10,74,1,5,2,0.35542205,0.37134016,0.35448155,1
961,көгал,12,0,21,1,3,9,1,5,2,0.27098054,0.26968473,0.23231123,2
962,шөп,192,12,92,65,21,135,9,3,0,0.3979688,0.41324568,0.35781318,1
963,шөп,192,12,92,65,21,135,0,3,0,0.3979688,0.41324568,0.35781318,1
964,жусан,58,0,12,4,2,39,1,5,2,0.34065133,0.4171748,0.3971626,2
965,сексеуіл,27,1,1,3,0,18,3,8,3,0.3214504,0.35504764,0.3623256,2
966,аралық,538,88,8,103,9,476,1,6,2,0.3618624,0.40478128,0.3866338,1
967,бұрынғы,545,61,166,202,20,992,6,7,2,0.3749588,0.380487,0.37806407,2
968,пішін,528,4,21,19,27,95,0,5,2,0.3574459,0.37898722,0.3767871,2
969,аморфты,0,0,0,0,0,3,0,7,2,0.25153732,0.3162077,0.3412572,4
970,мұрат,25,1,8,12,3,18,1,5,2,0.29885542,0.40015474,0.38773006,3
971,мақсатты,88,89,0,18,1,0,0,8,3,0.3792506,0.45090935,0.41263926,1
972,мақсаттылық,9,0,0,4,0,7,0,11,4,0.39157817,0.45761025,0.38973925,1
973,сезімтал,33,0,0,6,4,34,4,8,3,0.3386493,0.3824197,0.34194693,2
974,есім,936,33,46,89,55,960,9,4,0,0.38237488,0.42096302,0.3303748,2
975,объект,92,428,0,16,5,238,0,6,2,0.29017618,0.29830173,0.2556369,0
976,тәжірибе,633,587,36,2,0,421,12,8,3,0.38030085,0.39682713,0.31839272,1
977,тәжірибе,633,587,36,2,0,421,0,8,3,0.38030085,0.39682713,0.31839272,1
978,көлем,1051,341,21,184,21,1280,5,5,2,0.3162143,0.32560977,0.2844964,1
979,мөлшер,838,60,9,34,4,404,4,6,2,0.31393066,0.34343085,0.2641367,1
980,кейде,481,16,135,123,98,621,27,5,2,0.42520255,0.3779678,0.40683925,1
981,университет,161,43,11,269,4,470,12,11,4,0.22909842,0.26794964,0.20347351,2
982,университеттік,2,41,0,0,0,0,0,14,4,0.27229732,0.32370308,0.30312502,2
983,тең,773,128,46,103,35,1142,7,3,0,0.33193445,0.3257532,0.25820416,1
984,тең,773,128,46,103,35,1142,0,3,0,0.33193445,0.3257532,0.25820416,1
985,аумақ,784,726,15,83,10,528,2,5,2,0.28655493,0.3315417,0.27568275,2
986,киім,593,43,375,108,61,78,64,4,0,0.44235042,0.4502577,0.35104337,0
987,шипалы,32,0,3,0,0,10,2,6,2,0.37501213,0.41713038,0.34859198,2
988,дауалы,0,0,0,0,0,2,0,6,2,0.4181543,0.43806344,0.44630378,4
989,ата,1418,213,1335,962,729,1436,35,3,0,0.37637615,0.34908083,0.30079764,0
990,өтінім,1,231,0,0,0,99,0,6,2,0.31096932,0.31111187,0.21735929,2
991,даяр,19,1,21,8,1,4,0,4,0,0.2803394,0.34107575,0.2806939,2
992,дөңгелек,364,24,61,58,26,212,5,8,3,0.38963225,0.3965589,0.40813476,0
993,дөңгелек,364,24,61,58,26,212,0,8,3,0.38963225,0.3965589,0.40813476,0
994,арман,484,2,67,164,282,521,12,5,2,0.38392353,0.42322573,0.3888617,1
995,қиял,160,0,20,27,32,153,1,4,0,0.33426267,0.37120315,0.34731278,1
996,дене,795,102,148,70,18,601,15,4,0,0.4071765,0.41652378,0.3825188,2
997,күндіз,91,12,116,9,10,212,5,6,2,0.3393025,0.30313894,0.2767358,1
998,күй,768,24,212,296,170,952,20,3,0,0.3832049,0.4079834,0.36501238,1
999,сыртқы,630,226,11,98,0,15,2,6,2,0.419583,0.43598658,0.43674526,0
1000,жұмыскер,11,10,10,4,2,27,0,8,3,0.3719847,0.36410242,0.27450088,1
1001,алды (алд),175,7,337,18,29,0,33,10,3,0.5322382,0.5625505,0.5344207,1
1002,үміт,365,9,96,100,76,533,3,4,0,0.3260011,0.40442523,0.32795116,1
1003,құндылық,209,134,0,150,0,589,5,8,3,0.35423002,0.42513287,0.33241463,0
1004,саты,235,327,1,28,12,350,0,4,0,0.2796515,0.2707383,0.2613426,2
